0.0035236	3.4764E-006	40.5	0.42
0.0035014	3.4327E-006	36.7	0.42
0.0034874	3.4053E-006	32.5	0.42
0.0034783	3.3875E-006	28.8	0.42
0.0034692	3.3699E-006	25.6	0.42
0.003462	3.3559E-006	23.4	0.42
0.0034542	3.3409E-006	21.3	0.42
0.0034483	3.3294E-006	20.5	0.42
0.0034417	3.3168E-006	19.1	0.42
0.003437	3.3077E-006	18.5	0.42
0.0034323	3.2986E-006	18	0.42
