# Position of mass, Period A, Period B
1	36.90	38.98
2	36.83	38.91
3	36.79	38.85
4	36.78	38.79
5	36.79	38.75
6	36.82	38.71
7	36.94	38.68
8	36.94	38.66
9	37.03	38.64
10	37.14	38.63
11	37.25	38.62
12	37.38	38.66
13	37.54	38.69
14	37.61	38.73
15	37.86	38.78
16	38.03	38.84
17	38.22	38.91
18	38.42	38.99
19	38.62	39.10
20	38.83	39.21
21	39.04	39.34
22	39.27	39.47
23	39.50	39.63
24	39.73	39.80
